"entity","en.hedo.happiness.delta_one_of_5__max","en.hedo.happiness.delta_one_of_5__mean","en.hedo.happiness.delta_one_of_5__mean_word_count_per_tweet","en.hedo.happiness.delta_one_of_5__median","en.hedo.happiness.delta_one_of_5__min","en.hedo.happiness.delta_one_of_5__mode","en.hedo.happiness.delta_one_of_5__num_tweets","en.hedo.happiness.delta_one_of_5__num_tweets_percentage","en.hedo.happiness.delta_one_of_5__sd","en.hedo.happiness.more_than_7__max","en.hedo.happiness.more_than_7__mean","en.hedo.happiness.more_than_7__mean_word_count_per_tweet","en.hedo.happiness.more_than_7__median","en.hedo.happiness.more_than_7__min","en.hedo.happiness.more_than_7__mode","en.hedo.happiness.more_than_7__num_tweets","en.hedo.happiness.more_than_7__num_tweets_percentage","en.hedo.happiness.more_than_7__sd","en.hedo.happiness.no_filter__max","en.hedo.happiness.no_filter__mean","en.hedo.happiness.no_filter__mean_word_count_per_tweet","en.hedo.happiness.no_filter__median","en.hedo.happiness.no_filter__min","en.hedo.happiness.no_filter__mode","en.hedo.happiness.no_filter__num_tweets","en.hedo.happiness.no_filter__num_tweets_percentage","en.hedo.happiness.no_filter__sd"
"Indiana,Delaware County",8.07,6.39,1.2,6.41,1.34,6.46,157,2.09,1.09,8.07,7.44,1.04,7.36,7.03,7.24,27,0.36,0.32,8.07,6.34,1.2,6.41,1.34,6.46,162,2.15,1.11
"Indiana,Elkhart County",7.93,6.41,1.13,6.41,1.49,6.46,102,3.01,1.07,8.13,7.47,1.05,7.33,7.07,7.24,20,0.59,0.33,7.93,6.35,1.12,6.41,1.49,6.46,106,3.13,1.09
"Indiana,Floyd County",7.93,6.52,1.24,6.41,2.07,6.46,41,2.72,0.87,7.93,7.69,1,7.72,7.36,7.83,7,0.46,0.21,7.93,6.37,1.22,6.41,2.07,6.46,45,2.99,0.97
"Indiana,Grant County",7.36,6.34,1.26,6.41,1.49,6.46,27,3.69,1,7.36,7.17,1,7.07,7.07,7.05,3,0.41,0.17,7.36,6.25,1.24,6.41,1.49,6.46,29,3.97,1.03
"Indiana,Greene County",7.36,6.69,1.3,6.41,6.41,6.46,10,4,0.45,7.36,7.34,1,7.33,7.33,7.44,3,1.2,0.02,7.36,6.69,1.3,6.41,6.41,6.46,10,4,0.45
"Indiana,Hamilton County",7.72,6.31,1.11,6.41,1.48,6.46,214,3.65,1.22,7.72,7.29,1,7.36,7.03,7.44,43,0.73,0.17,7.72,6.21,1.1,6.41,1.48,6.46,228,3.88,1.24
"Indiana,Hancock County",7.93,6.53,1.14,6.41,1.48,6.46,56,3.91,0.96,7.93,7.45,1.15,7.36,7.07,7.44,13,0.91,0.28,7.93,6.53,1.14,6.41,1.48,6.46,56,3.91,0.96
"Indiana,Harrison County",7.72,6.34,1.22,6.41,2.76,6.46,18,2.81,0.96,7.72,7.46,1,7.46,7.19,7.24,2,0.31,0.37,7.72,6.34,1.22,6.41,2.76,6.46,18,2.81,0.96
"Indiana,Hendricks County",7.93,6.39,1.19,6.41,1.48,6.46,121,2.53,1.25,7.93,7.34,1.03,7.36,7.03,7.44,34,0.71,0.19,7.93,6.32,1.18,6.41,1.48,6.46,127,2.65,1.27
"Indiana,Henry County",8.54,6.19,1.26,6.89,1.17,8.02,2027,25.14,2.08,8.54,7.89,1.14,7.92,7.01,8.02,993,12.31,0.39,8.54,6.03,1.31,6.53,1.17,6.65,2331,28.91,1.91
"Indiana,Howard County",8.11,6.29,1.16,6.41,1.48,6.46,97,2.87,1.21,8.11,7.45,1.07,7.36,7.07,7.24,15,0.44,0.32,8.11,6.24,1.17,6.41,1.48,6.46,100,2.96,1.21
"Indiana,Huntington County",7.93,6.59,1.27,6.41,6.39,6.46,11,2.63,0.46,7.93,7.64,1,7.64,7.36,7.44,2,0.48,0.4,7.93,6.59,1.27,6.41,6.39,6.46,11,2.63,0.46
"Indiana,Jackson County",6.41,6.41,NA,6.41,6.39,6.46,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.39,6.46,NA,NA,0.01
"Indiana,Johnson County",8.5,6.71,1.12,6.41,1.49,6.46,66,2.58,0.86,8.5,7.56,1,7.36,7.07,7.24,22,0.86,0.37,8.5,6.49,1.11,6.41,1.49,6.46,75,2.94,1.01
"Indiana,Knox County",7.33,6.48,1.09,6.41,6.29,6.46,11,2.81,0.28,7.33,7.33,1,7.33,7.33,7.33,1,0.26,NA,7.33,6.36,1.08,6.41,4.98,6.46,12,3.06,0.51
"Indiana,Kosciusko County",7.48,6.41,1.21,6.41,1.48,6.46,71,2.75,1.08,7.48,7.35,1.07,7.36,7.17,7.44,15,0.58,0.07,7.48,6.31,1.2,6.41,1.48,6.46,76,2.94,1.11
"Indiana,La Porte County",7.72,6.77,1.18,6.41,6.41,6.46,11,2.33,0.49,7.72,7.36,1.25,7.33,7.07,7.44,4,0.85,0.27,7.72,6.77,1.18,6.41,6.41,6.46,11,2.33,0.49
"Indiana,Lake County",8.07,6.43,1.16,6.41,1.49,6.46,344,2.69,1.25,8.07,7.39,1.06,7.33,7.03,7.44,105,0.82,0.25,8.07,6.35,1.16,6.41,1.49,6.46,361,2.83,1.26
"Indiana,Lawrence County",8.41,6.3,1.21,6.41,1.48,6.46,247,2.34,1.2,8.41,7.37,1.02,7.33,7.04,7.24,46,0.44,0.25,8.41,6.2,1.21,6.41,1.48,6.46,266,2.52,1.21
"Indiana,Madison County",7.72,6.19,1.15,6.41,1.48,6.46,53,2.91,1.53,7.72,7.36,1,7.36,7.03,7.44,14,0.77,0.18,7.72,6.12,1.14,6.41,1.48,6.46,56,3.07,1.52
"Indiana,Marion County",8.5,6.29,1.16,6.41,1.34,6.46,1766,3,1.37,8.5,7.44,1.05,7.36,7.03,7.44,412,0.7,0.3,8.5,6.18,1.16,6.41,1.34,6.46,1896,3.22,1.37
"Indiana,Miami County",8.33,6.43,1.32,6.41,1.23,6.46,56,2.59,1.23,8.33,7.62,1.08,7.49,7.07,7.44,12,0.56,0.43,8.33,6.23,1.32,6.41,1.23,6.46,63,2.92,1.24
"Indiana,Monroe County",8.07,6.38,1.09,6.41,1.49,6.46,160,4.08,1.24,8.07,7.42,1.03,7.36,7.03,7.24,37,0.94,0.25,8.07,6.35,1.09,6.41,1.49,6.46,164,4.18,1.22
"Indiana,Montgomery County",7.93,6.12,1.22,6.41,1.48,6.46,178,2.87,1.45,7.93,7.42,1.17,7.36,7.07,7.24,30,0.48,0.21,7.93,6.05,1.2,6.41,1.48,6.46,191,3.08,1.43
"Indiana,Morgan County",7.72,6.57,1.19,6.41,2.76,6.46,43,3.27,0.72,7.72,7.28,1.08,7.33,7.07,7.24,12,0.91,0.2,7.72,6.48,1.2,6.41,2.76,6.46,45,3.42,0.8
"Indiana,Newton County",7.17,6.43,1.07,6.41,6.39,6.46,29,1.9,0.14,7.17,7.17,1,7.17,7.17,7.17,1,0.07,NA,7.17,6.43,1.07,6.41,6.39,6.46,29,1.9,0.14
"Indiana,Orange County",7.48,6.67,1.17,6.41,6.29,6.46,18,3.41,0.45,7.48,7.37,1,7.33,7.33,7.44,5,0.95,0.07,7.48,6.42,1.14,6.41,4.77,6.46,21,3.98,0.74
"Indiana,Owen County",7.72,5.7,1.23,6.41,1.49,6.46,31,2.09,1.77,7.72,7.47,1,7.36,7.33,7.44,3,0.2,0.22,7.72,5.66,1.22,6.41,1.49,6.46,32,2.16,1.75
"Indiana,Parke County",7.36,5.63,1,6.41,1.23,6.46,10,2.72,1.97,7.36,7.36,1,7.36,7.36,7.36,1,0.27,NA,7.36,5.55,1.1,6.41,1.23,6.46,10,2.72,1.95
"Indiana,Perry County",7.36,6.97,1.2,7.33,6.41,7.24,5,0.95,0.51,7.36,7.34,1,7.33,7.33,7.44,3,0.57,0.02,7.36,6.97,1.2,7.33,6.41,7.24,5,0.95,0.51
"Indiana,Porter County",8.13,6.17,1.31,6.41,1.48,6.46,49,2.96,1.47,8.13,7.48,1,7.36,7.17,7.24,8,0.48,0.3,8.13,6.01,1.27,6.41,1.48,6.46,56,3.39,1.45
"Indiana,Putnam County",7.72,6.61,1.06,6.41,6.41,6.46,17,2.89,0.44,7.72,7.52,1,7.48,7.36,7.44,3,0.51,0.18,7.72,6.44,1.05,6.41,4.17,6.46,19,3.23,0.71
"Indiana,Randolph County",8.41,6.56,1.12,6.41,1.68,6.46,57,3.21,1.06,8.41,7.52,1,7.33,7.07,7.44,16,0.9,0.45,8.41,6.38,1.11,6.41,1.68,6.46,63,3.55,1.15
"Indiana,St Joseph County",8.41,6.32,1.17,6.41,1.48,6.46,301,3.27,1.25,8.41,7.43,1.03,7.33,7.07,7.24,62,0.67,0.31,8.41,6.24,1.17,6.41,1.48,6.46,314,3.41,1.27
"Indiana,St. Joseph County",6.57,5.96,NA,6.41,1.8,6.46,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57,6.11,NA,6.41,3.29,6.46,NA,NA,0.99
"Indiana,Steuben County",7.93,6.53,1.06,6.41,1.49,6.46,18,3.29,1.39,7.93,7.61,1,7.54,7.33,7.44,6,1.1,0.29,7.93,6.53,1.06,6.41,1.49,6.46,18,3.29,1.39
"Indiana,Tippecanoe County",7.93,6.14,1.12,6.41,1.49,6.46,118,2.83,1.45,7.93,7.47,1,7.36,7.14,7.24,20,0.48,0.25,7.93,6.05,1.11,6.41,1.49,6.46,126,3.02,1.45
"Indiana,Vanderburgh County",8.41,6.45,1.16,6.41,1.49,6.46,219,3.39,1.2,8.41,7.58,1.02,7.36,7.07,7.24,53,0.82,0.45,8.41,6.38,1.17,6.41,1.49,6.46,229,3.54,1.21
"Indiana,Vermillion County",8.5,6.23,1.23,6.41,1.23,6.46,197,3.42,1.87,8.5,7.78,1.12,7.78,7.03,7.44,83,1.44,0.44,8.5,6.1,1.26,6.41,1.23,6.46,221,3.83,1.78
"Indiana,Vigo County",8.07,6.2,1.2,6.41,1.48,6.46,133,3.17,1.52,8.07,7.44,1,7.36,7.17,7.24,30,0.72,0.21,8.07,6.1,1.19,6.41,1.48,6.46,145,3.46,1.49
"Indiana,Wabash County",7.92,6.49,1.16,6.41,1.77,6.46,31,1.95,0.99,7.92,7.45,1,7.36,7.07,7.24,7,0.44,0.34,7.92,6.22,1.17,6.41,1.77,6.46,36,2.26,1.13
"Indiana,Warren County",7.33,6.03,1.12,6.41,2.76,6.46,8,2.25,1.37,7.33,7.33,1,7.33,7.33,7.33,1,0.28,NA,7.33,6.03,1.12,6.41,2.76,6.46,8,2.25,1.37
"Indiana,Warrick County",7.79,6.52,1.26,6.41,1.77,6.46,50,2.47,0.78,7.79,7.36,1,7.33,7.07,7.24,9,0.44,0.21,7.79,6.42,1.25,6.41,1.77,6.46,53,2.61,0.86
"Indiana,Washington County",8.37,6.23,1.2,6.41,1.49,6.46,40,2.27,1.37,8.37,7.72,1,7.7,7.07,7.44,7,0.4,0.52,8.37,6.16,1.19,6.41,1.49,6.46,42,2.38,1.37
"Indiana,Wayne County",7.72,6.44,1.31,6.41,1.34,6.46,51,2.05,1.16,7.72,7.4,1.07,7.35,7.17,7.24,14,0.56,0.16,7.72,6.41,1.31,6.41,1.34,6.46,52,2.1,1.17
"Indiana,Wells County",7.72,6.5,1.16,6.41,1.48,6.46,32,3.11,1.35,7.72,7.52,1.09,7.36,7.33,7.44,11,1.07,0.19,7.72,6.46,1.15,6.41,1.48,6.46,33,3.21,1.36
"Indiana,Whitley County",6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.41,NA,6.41,6.41,6.46,NA,NA,0
"Iowa,Benton County",7.33,6.87,1,6.87,6.41,6.46,4,1.32,0.53,7.33,7.33,1,7.33,7.33,7.24,2,0.66,0,7.33,6.87,1,6.87,6.41,6.46,4,1.32,0.53
"Iowa,Black Hawk County",8.07,6.54,1.21,6.41,1.48,6.46,154,3.04,0.95,8.07,7.36,1.02,7.36,7.07,7.44,44,0.87,0.17,8.07,6.47,1.21,6.41,1.48,6.46,160,3.16,0.98
"Iowa,Bremer County",7.17,6.51,1.5,6.41,6.29,6.46,12,3.63,0.26,7.17,7.17,1,7.17,7.17,7.17,1,0.3,NA,7.17,6.37,1.54,6.41,4.76,6.46,13,3.93,0.54
"Iowa,Carroll County",7.7,6.71,1.17,6.41,6.29,6.46,23,2.39,0.44,7.7,7.38,1,7.36,7.07,7.44,6,0.62,0.21,7.7,6.63,1.17,6.41,5,6.46,24,2.49,0.55
"Iowa,Cedar County",8.07,6.63,1.35,6.41,2.62,6.46,40,2.53,0.79,8.07,7.44,1,7.33,7.07,7.24,13,0.82,0.38,8.07,6.52,1.33,6.41,2.62,6.46,42,2.66,0.9
"Iowa,Cerro Gordo County",7.93,6.57,1.33,6.41,6.12,6.46,15,2.98,0.46,7.93,7.64,1,7.64,7.36,7.44,2,0.4,0.4,7.93,6.57,1.33,6.41,6.12,6.46,15,2.98,0.46
"Iowa,Chickasaw County",7.33,6.92,1.33,7.03,6.41,7.24,3,1.38,0.47,7.33,7.18,1,7.18,7.03,7.05,2,0.92,0.21,7.33,6.92,1.33,7.03,6.41,7.24,3,1.38,0.47
"Iowa,Clayton County",7.07,6.54,1.12,6.41,6.41,6.46,8,4.65,0.25,7.07,7.07,1,7.07,7.07,7.07,1,0.58,NA,7.07,6.23,1.1,6.41,5,6.46,10,5.81,0.68
"Iowa,Crawford County",8.5,6.4,1.16,6.41,1.49,6.46,542,1.97,1.2,8.54,7.49,1.08,7.36,7.03,7.44,128,0.47,0.36,8.5,6.29,1.16,6.41,1.49,6.46,584,2.12,1.22
"Iowa,Decatur County",8.54,6.14,1.28,6.69,1.23,6.65,1040,15.39,2.04,8.54,7.89,1.12,7.99,7.01,8.02,486,7.19,0.41,8.54,5.99,1.34,6.53,1.23,6.65,1187,17.56,1.87
"Iowa,Dubuque County",7.93,6.59,1.18,6.41,1.68,6.46,39,2.32,0.92,8.13,7.4,1.08,7.36,7.07,7.24,12,0.71,0.33,7.93,6.55,1.18,6.41,1.68,6.46,40,2.38,0.94
"Iowa,Hardin County",8.41,6.77,1.57,6.41,6.29,6.46,7,4.83,0.76,8.41,8.24,1,8.24,8.07,8.22,2,1.38,0.24,8.41,6.77,1.57,6.41,6.29,6.46,7,4.83,0.76
"Iowa,Harrison County",6.57,6.37,NA,6.41,6.1,6.46,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57,5.84,NA,6.25,4.37,6.46,NA,NA,0.88
"Iowa,Jefferson County",7.36,6.95,1.33,7.07,6.41,7.24,3,2.01,0.49,7.36,7.21,1.5,7.21,7.07,7.05,2,1.34,0.21,7.36,6.95,1.33,7.07,6.41,7.24,3,2.01,0.49
"Iowa,Johnson County",8.5,6.62,1.22,7.28,1.11,7.83,576,10.25,1.85,8.5,7.82,1.23,7.79,7.01,7.83,331,5.89,0.36,8.5,6.54,1.24,7.07,1.11,7.83,608,10.82,1.82
"Iowa,Keokuk County",7.36,6.19,1.05,6.41,1.48,6.46,41,2.53,1.38,7.36,7.28,1,7.33,7.03,7.24,7,0.43,0.13,7.36,6.18,1.05,6.41,1.48,6.46,42,2.59,1.37
"Iowa,Linn County",7.93,6.24,1.15,6.41,1.48,6.46,139,3.54,1.27,8.19,7.48,1,7.36,7.17,7.24,22,0.56,0.26,7.93,6.14,1.15,6.41,1.48,6.46,150,3.82,1.28
"Iowa,Madison County",7.9,6.55,1.18,6.41,6.41,6.46,11,4.66,0.45,7.9,7.9,1,7.9,7.9,7.9,1,0.42,NA,7.9,6.55,1.18,6.41,6.41,6.46,11,4.66,0.45
"Iowa,Marion County",8.07,6.4,1.27,6.58,1.48,6.46,45,3.44,1.58,8.43,7.71,1,7.56,7.29,7.24,18,1.38,0.4,8.07,6.22,1.26,6.41,1.48,6.46,53,4.06,1.51
"Iowa,Marshall County",7.36,6.64,1.11,6.41,6.41,6.46,9,3.33,0.38,7.36,7.27,1,7.27,7.17,7.24,2,0.74,0.13,7.36,6.3,1.09,6.41,4.77,6.46,11,4.07,0.83
"Iowa,Muscatine County",7.7,6.56,1.26,6.41,2.07,6.46,38,2.84,0.87,7.7,7.39,1,7.36,7.07,7.44,10,0.75,0.18,7.7,6.52,1.28,6.41,2.07,6.46,39,2.92,0.91
"Iowa,Palo Alto County",8.07,6.33,1.25,6.41,1.9,6.46,24,3.17,1.02,8.07,7.71,1,7.71,7.36,8.02,2,0.26,0.5,8.07,6.06,1.21,6.41,1.9,6.46,29,3.83,1.1
"Iowa,Polk County",8.5,6.39,1.2,6.41,1.23,6.46,728,4.38,1.35,8.5,7.67,1.13,7.52,7.03,7.24,206,1.24,0.47,8.5,6.28,1.19,6.41,1.23,6.46,788,4.74,1.36
"Iowa,Pottawattamie County",7.48,6.22,1.09,6.41,1.49,6.46,23,2.71,1.49,7.48,7.4,1,7.36,7.33,7.44,5,0.59,0.08,7.48,6.12,1.08,6.41,1.49,6.46,25,2.94,1.48
"Iowa,Poweshiek County",7.36,6.21,1.11,6.41,1.77,6.46,28,3.01,1.16,7.36,7.25,1,7.33,7.07,7.44,3,0.32,0.16,7.36,6.04,1.12,6.41,1.77,6.46,32,3.44,1.16
"Iowa,Ringgold County",6.41,5.47,NA,6.41,2.54,6.46,NA,NA,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,5.44,NA,6.41,2.54,6.46,NA,NA,1.62
"Iowa,Scott County",7.36,6.24,1.2,6.41,1.68,6.46,51,3.17,1.17,7.36,7.31,1,7.36,7.07,7.44,7,0.44,0.11,7.36,6.12,1.18,6.41,1.68,6.46,56,3.48,1.17
"Iowa,Shelby County",8.13,6.31,1.15,6.41,1.48,6.46,597,3.17,1.2,8.13,7.41,1.04,7.36,7.03,7.44,104,0.55,0.21,8.13,6.21,1.14,6.41,1.48,6.46,640,3.39,1.21
"Iowa,Sioux County",7.36,6.86,1.2,7.07,6.41,7.05,5,3.16,0.43,7.36,7.17,1,7.07,7.07,7.05,3,1.9,0.17,7.36,6.86,1.2,7.07,6.41,7.05,5,3.16,0.43
"Iowa,Story County",6.41,3.95,NA,3.95,1.49,1.57,NA,NA,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,3.95,NA,3.95,1.49,1.57,NA,NA,3.48
"Iowa,Van Buren County",7.72,6.19,1.18,6.41,1.48,6.46,151,2.86,1.23,7.72,7.3,1,7.33,7.03,7.24,17,0.32,0.21,7.72,6.09,1.17,6.41,1.48,6.46,161,3.05,1.25
"Iowa,Wapello County",7.48,6.21,1.14,6.41,1.68,6.46,14,2.18,1.35,7.48,7.41,1,7.41,7.33,7.44,2,0.31,0.11,7.48,6.13,1.13,6.41,1.68,6.46,15,2.34,1.34
"Iowa,Warren County",7.72,6.02,1.14,6.41,1.48,6.46,35,3.15,1.64,7.72,7.34,1.17,7.36,7.07,7.44,6,0.54,0.25,7.72,5.96,1.14,6.41,1.48,6.46,37,3.33,1.61
"Iowa,Washington County",7.87,6.68,1.21,6.41,6.2,6.46,42,2.48,0.46,7.87,7.36,1.08,7.36,7.03,7.44,13,0.77,0.24,7.87,6.58,1.23,6.41,4.98,6.46,44,2.6,0.59
"Iowa,Woodbury County",8.5,6.35,1.16,6.41,1.48,6.46,436,3.04,1.2,8.5,7.45,1.01,7.36,7.03,7.24,87,0.61,0.29,8.5,6.27,1.16,6.41,1.48,6.46,459,3.2,1.21
"Iowa,Wright County",7.17,6.56,1.2,6.41,6.41,6.46,5,3.36,0.34,7.17,7.17,1,7.17,7.17,7.17,1,0.67,NA,7.17,6.56,1.2,6.41,6.41,6.46,5,3.36,0.34
"Kansas,Bourbon County",7.07,6.49,1.07,6.41,6.29,6.46,14,1.84,0.25,7.07,7.07,1,7.07,7.07,7.05,2,0.26,0,7.07,6.49,1.07,6.41,6.29,6.46,14,1.84,0.25
"Kansas,Butler County",7.93,6.31,1.11,6.41,1.7,6.46,36,2.41,1.19,7.93,7.37,1,7.35,7.07,7.24,6,0.4,0.3,7.93,6.27,1.11,6.41,1.7,6.46,37,2.47,1.21
"Kansas,Clay County",8.16,6.37,1.09,6.41,1.48,6.46,140,2.6,1.05,8.16,7.39,1,7.36,7.03,7.44,23,0.43,0.24,7.72,6.26,1.11,6.41,1.48,6.46,150,2.78,1.07
"Kansas,Comanche County",8.37,5.74,1.35,6.47,1.43,6.85,34,6.68,2.22,8.37,7.74,1.33,7.71,7.07,7.63,12,2.36,0.39,8.37,5.67,1.33,6.36,1.43,6.65,39,7.66,2.08
"Kansas,Crawford County",7.48,6.18,1.12,6.41,1.77,6.46,16,2.32,1.6,7.48,7.42,1,7.42,7.36,7.44,4,0.58,0.07,7.48,6.18,1.12,6.41,1.77,6.46,16,2.32,1.6
"Kansas,Douglas County",8.5,6.39,1.16,6.44,1.23,6.46,668,7.56,1.65,8.5,7.81,1.05,7.79,7.03,8.02,239,2.7,0.49,8.5,6.28,1.17,6.41,1.23,6.46,726,8.22,1.6
"Kansas,Ellis County",7.36,6.51,1.29,6.41,6.41,6.46,21,1.9,0.28,7.36,7.35,1,7.35,7.33,7.44,2,0.18,0.02,7.36,6.44,1.27,6.41,5,6.46,22,1.99,0.42
"Kansas,Finney County",7.92,6.6,1.38,6.41,5.05,6.46,16,3.59,0.69,8.01,7.55,1.14,7.36,7.07,7.24,7,1.57,0.35,7.92,6.49,1.35,6.41,4.77,6.46,17,3.81,0.8
"Kansas,Ford County",8.43,6.86,1.1,6.41,6.41,6.46,20,3.7,0.64,8.43,7.57,1,7.35,7.07,7.24,8,1.48,0.47,8.43,6.67,1.09,6.41,4.76,6.46,22,4.07,0.86
"Kansas,Franklin County",7.36,6.55,1.14,6.41,6.41,6.46,7,3.72,0.36,7.36,7.36,1,7.36,7.36,7.36,1,0.53,NA,7.36,6.55,1.14,6.41,6.41,6.46,7,3.72,0.36
"Kansas,Geary County",7.72,6.15,1.18,6.41,1.49,6.46,11,2.01,1.61,7.72,7.45,1,7.45,7.17,7.24,2,0.36,0.39,7.72,5.97,1.15,6.41,1.49,6.46,13,2.37,1.53
"Kansas,Greenwood County",8.07,6.58,1.08,6.41,1.81,6.46,26,4.46,1.13,8.07,7.54,1,7.33,7.07,7.24,8,1.37,0.45,8.07,6.58,1.08,6.41,1.81,6.46,26,4.46,1.13
"Kansas,Jewell County",7.36,6.21,1.17,6.41,1.48,6.46,12,3.79,1.54,7.7,7.47,1,7.36,7.36,7.44,3,0.95,0.2,7.36,6.21,1.17,6.41,1.48,6.46,12,3.79,1.54
"Kansas,Johnson County",8.33,6.5,1.12,6.47,1.32,6.46,304,4.5,1.39,8.33,7.36,1.01,7.33,7.03,7.24,139,2.06,0.19,8.33,6.44,1.12,6.41,1.32,6.46,317,4.69,1.38
"Kansas,Leavenworth County",7.07,6.47,1.36,6.41,6.41,6.46,14,3.04,0.18,7.07,7.07,1,7.07,7.07,7.07,1,0.22,NA,7.07,6.35,1.31,6.41,5,6.46,16,3.48,0.41
"Kansas,Lincoln County",7.72,6.31,1,7.33,2.76,7.44,5,2.65,2.04,7.72,7.46,1,7.33,7.33,7.44,3,1.59,0.23,7.72,6.31,1,7.33,2.76,7.44,5,2.65,2.04
"Kansas,Logan County",7.36,6.6,1,6.41,6.39,6.46,5,1.55,0.43,7.36,7.36,1,7.36,7.36,7.36,1,0.31,NA,7.36,6.6,1,6.41,6.39,6.46,5,1.55,0.43
"Kansas,Lyon County",8.41,6.31,1.17,6.41,1.48,6.46,497,3.39,1.22,8.41,7.45,1.03,7.36,7.03,7.44,98,0.67,0.25,8.41,6.2,1.17,6.41,1.48,6.46,535,3.65,1.24
"Kansas,Marion County",7.33,6.56,1.22,6.41,6.29,6.46,9,2.81,0.37,7.33,7.2,1,7.2,7.07,7.05,2,0.62,0.18,7.33,6.56,1.22,6.41,6.29,6.46,9,2.81,0.37
"Kansas,McPherson County",7.72,6.25,1.1,6.41,2.54,6.46,10,2.95,1.39,7.72,7.53,1,7.53,7.33,7.63,2,0.59,0.28,7.72,6.11,1.09,6.41,2.54,6.46,11,3.24,1.39
"Kansas,Miami County",6.77,6.5,NA,6.41,6.41,6.46,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.77,6.5,NA,6.41,6.41,6.46,NA,NA,0.18
"Kansas,Mitchell County",7.72,6.52,1.14,6.41,2.07,6.46,14,3.36,1.39,7.72,7.5,1,7.36,7.36,7.63,5,1.2,0.2,7.72,6.36,1.12,6.41,2.07,6.46,16,3.84,1.36
"Kansas,Norton County",8.41,6.55,1.3,6.41,1.49,6.46,40,4.07,1.22,8.41,7.52,1.21,7.36,7.01,7.24,14,1.43,0.48,8.41,6.55,1.3,6.41,1.49,6.46,40,4.07,1.22
"Kansas,Phillips County",7.33,6.18,1.06,6.41,1.89,6.46,31,3.53,1.33,7.33,7.26,1,7.33,7.07,7.24,6,0.68,0.11,7.33,6.18,1.06,6.41,1.89,6.46,31,3.53,1.33
"Kansas,Pratt County",7.36,6.65,1,6.41,6.41,6.46,4,3.6,0.48,7.36,7.36,1,7.36,7.36,7.36,1,0.9,NA,7.36,6.65,1,6.41,6.41,6.46,4,3.6,0.48
"Kansas,Rawlins County",8.5,6.65,1.15,6.58,2.07,6.46,13,2.38,1.53,8.5,7.63,1,7.53,7.17,7.44,6,1.1,0.47,8.5,6.54,1.14,6.5,2.07,6.46,14,2.56,1.54
"Kansas,Reno County",8.37,6.67,1.27,6.41,2.76,6.46,51,3.59,0.76,8.37,7.39,1.11,7.33,7.07,7.24,18,1.27,0.34,8.37,6.63,1.27,6.41,2.76,6.46,52,3.66,0.79
"Kansas,Riley County",7.72,6.47,1.19,6.41,1.34,6.46,90,2.78,0.99,7.72,7.35,1.16,7.33,7.07,7.44,19,0.59,0.12,7.72,6.37,1.19,6.41,1.34,6.46,96,2.97,1.05
"Kansas,Saline County",7.36,6.49,1.26,6.41,1.77,6.46,35,2.84,0.91,7.36,7.32,1,7.36,7.17,7.44,8,0.65,0.07,7.36,6.33,1.23,6.41,1.77,6.46,39,3.17,0.98
"Kansas,Sedgwick County",8.43,6.38,1.19,6.41,1.42,6.46,435,2.55,1.34,8.5,7.46,1.07,7.36,7.03,7.44,122,0.71,0.33,8.43,6.26,1.19,6.41,1.42,6.46,471,2.76,1.34
"Kansas,Shawnee County",8.41,6.35,1.16,6.41,1.48,6.46,100,3.29,1.39,8.41,7.59,1,7.36,7.07,7.24,23,0.76,0.45,8.41,6.32,1.18,6.41,1.48,6.46,101,3.32,1.39
"Kansas,Smith County",7.48,5.86,1.11,6.41,1.89,6.26,18,3.19,1.85,7.48,7.38,1,7.35,7.33,7.44,4,0.71,0.07,7.48,5.86,1.11,6.41,1.89,6.26,18,3.19,1.85
"Kansas,Stanton County",8.13,6.86,1.5,6.41,6.29,6.46,10,4.22,0.75,8.13,7.94,1.67,7.89,7.8,7.83,3,1.27,0.17,8.13,6.47,1.46,6.41,4.77,6.46,13,5.49,1.01
"Kansas,Sumner County",6.41,6.39,NA,6.41,6.29,6.46,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,6.39,NA,6.41,6.29,6.46,NA,NA,0.05
"Kansas,Washington County",7.48,6.28,1.3,6.72,1.49,7.05,10,2.89,1.73,7.48,7.16,1.2,7.07,7.03,7.05,5,1.45,0.18,7.48,6.28,1.3,6.72,1.49,7.05,10,2.89,1.73
"Kansas,Wyandotte County",8.5,6.4,1.18,6.41,1.23,6.46,827,2.99,1.25,8.5,7.48,1.06,7.36,7.03,7.44,218,0.79,0.36,8.5,6.29,1.19,6.41,1.48,6.46,890,3.22,1.24
